date,team1,team1_score,team2,team2_score,Home_Team_ID,Away_Team_ID,HomeWin,month,FGA_avg1,FG_pct_avg1,FTA_avg1,FT_pct_avg1,TOV_avg1,TRB_avg1,ast_avg1,blk_avg1,fg3_pct_avg1,fg3a_avg1,score_avg1,stl_avg1,FGA_avg2,FG_pct_avg2,FTA_avg2,FT_pct_avg2,TOV_avg2,TRB_avg2,ast_avg2,blk_avg2,fg3_pct_avg2,fg3a_avg2,score_avg2,stl_avg2
2023-11-10,Minnesota,117,San Antonio,110,15,28,0,0,82.75,0.5202500000000001,26.75,0.74125,15.5,45.75,25.25,7.0,0.378,29.75,117.25,8.75,94.5,0.48375,17.25,0.7685,12.25,42.25,31.0,6.0,0.343,32.25,116.0,5.75
2023-11-10,Charlotte,124,Washington,117,0,5,0,0,89.0,0.512,26.0,0.7585,14.25,43.75,22.75,6.25,0.34850000000000003,25.5,119.5,6.75,93.75,0.517,19.0,0.693,15.0,35.75,30.5,5.75,0.38625,36.25,123.75,9.25
2023-11-11,Miami,117,Atlanta,109,22,25,0,0,84.0,0.48750000000000004,20.0,0.8385,17.75,42.75,27.25,4.5,0.385,32.5,110.5,9.75,93.0,0.45974999999999994,29.5,0.82725,15.75,51.0,25.75,4.75,0.335,38.5,122.5,8.25
2023-11-11,Toronto,94,Boston,117,20,14,1,0,91.5,0.4975,21.5,0.72375,15.0,47.0,30.25,4.75,0.3635,37.5,119.75,8.25,92.4,0.4537999999999999,27.2,0.8273999999999999,11.4,49.4,25.2,3.8,0.374,43.6,122.4,7.0
2023-11-11,Cleveland,118,Golden State,110,19,9,0,0,81.0,0.48900000000000005,27.5,0.8165000000000001,16.75,44.0,25.25,5.25,0.317,31.5,111.5,8.5,90.0,0.45599999999999996,24.4,0.7796000000000001,13.0,42.2,28.2,3.2,0.3604,37.6,114.4,7.4
2023-11-11,Milwaukee,97,Orlando,112,16,11,1,0,86.2,0.47040000000000004,29.6,0.8109999999999999,12.0,39.0,22.2,5.4,0.37160000000000004,37.0,118.8,7.0,90.25,0.463,27.0,0.7709999999999999,17.75,44.75,25.5,7.0,0.34375,29.0,114.0,10.25
2023-11-12,Washington,94,Brooklyn,102,7,0,1,0,92.6,0.5114,19.2,0.7244000000000002,15.0,35.8,30.0,5.8,0.3826,36.6,122.4,8.2,92.66666666666667,0.4455,15.333333333333334,0.7598333333333334,10.5,44.833333333333336,25.166666666666668,5.0,0.383,42.666666666666664,110.66666666666667,5.166666666666667
2023-11-12,Detroit,108,Chicago,119,2,13,1,0,89.16666666666667,0.4673333333333333,18.333333333333332,0.8803333333333333,16.166666666666668,43.166666666666664,26.333333333333332,4.5,0.33816666666666667,29.5,109.33333333333333,6.0,90.6,0.47240000000000004,18.0,0.78,11.2,39.4,24.8,4.0,0.3896,30.8,111.6,9.0
2023-11-12,Minnesota,116,Golden State,110,19,28,0,0,83.6,0.515,26.8,0.7485999999999999,16.0,46.8,24.8,6.4,0.37639999999999996,29.2,117.2,8.2,90.0,0.44849999999999995,25.333333333333332,0.7775,14.166666666666666,44.333333333333336,27.833333333333332,3.1666666666666665,0.35733333333333334,37.666666666666664,113.66666666666667,7.0
2023-11-12,Denver,104,Houston,107,29,8,1,0,91.4,0.485,20.8,0.7249999999999999,11.6,46.6,29.6,5.8,0.3516,34.6,115.8,8.0,85.4,0.5028,23.4,0.7444,11.6,45.8,27.4,3.6,0.4246,34.4,117.8,7.0
2023-11-12,Memphis,105,LA Clippers,101,6,12,0,0,94.4,0.441,19.8,0.7368,14.4,42.8,24.8,6.6,0.32880000000000004,41.2,111.4,8.2,87.75,0.46324999999999994,23.0,0.8485,16.0,43.75,21.5,3.5,0.31849999999999995,32.25,110.25,9.25
2023-11-12,Portland,110,LA Lakers,116,23,3,1,0,89.75,0.4425,28.25,0.78875,15.75,44.25,22.75,6.0,0.3265,29.75,110.75,10.75,84.8,0.4835999999999999,25.8,0.7662000000000001,13.6,41.2,24.0,7.4,0.3286,28.0,110.8,7.6
